STRG.109515.1.p1	XM_040695128.2	STRG.109515
STRG.94181.1.p1	XM_025145357.2	STRG.94181
STRG.46769.1.p1	2-XM_054515075.1	STRG.46769
STRG.5444.1.p1	5-XM_048947631.1	STRG.5444
STRG.93398.1.p1	KAK4830104.1	STRG.93398
STRG.17665.2.p1	XM_046911129.1	STRG.17665
STRG.107822.1.p2	65-XM_048959965.1	STRG.107822
STRG.12169.1.p1	4-KFV09259.1	STRG.12169
STRG.14979.1.p2	2-XM_042835336.1	STRG.14979
STRG.21461.1.p1	4-XM_032448407.1	STRG.21461
STRG.68818.1.p1	62-MCQ4179290.1	STRG.68818
STRG.12444.7.p1	2-KAK4810731.1	STRG.12444
STRG.65037.3.p1	EOB05925.1	STRG.65037
STRG.97.5.p1	XM_040659974.2	STRG.97
STRG.4823.1.p1	70-XM_052665711.1	STRG.4823
STRG.20908.1.p1	KFV77659.1	STRG.20908
STRG.92777.1.p1	XM_040695103.1	STRG.92777
STRG.63781.1.p2	XM_049806819.1	STRG.63781
STRG.40706.1.p2	XM_040568659.1	STRG.40706
STRG.70341.1.p2	28-SGA31375.1	STRG.70341
STRG.53006.25.p1	XM_052696666.1	STRG.53006
STRG.8142.1.p3	37-XM_046923367.1	STRG.8142
STRG.67254.1.p1	KAK4811465.1	STRG.67254
STRG.99208.1.p1	XM_046904776.1	STRG.99208
STRG.92074.1.p2	5-Z75013.1	STRG.92074
STRG.4225.6.p4	XM_048940279.1	STRG.4225
STRG.85109.1.p2	287-EPP37534.1	STRG.85109
STRG.19774.1.p1	61-XM_052705648.1	STRG.19774
STRG.110583.1.p1	47-SGA34061.1	STRG.110583
STRG.96336.1.p1	XM_057387041.1	STRG.96336
STRG.3337.1.p1	2-XM_046908718.1	STRG.3337
STRG.85041.1.p2	288-EPP37534.1	STRG.85041
STRG.110100.1.p3	5-XM_046909449.1	STRG.110100
STRG.78164.17.p13	97-MCQ4078419.1	STRG.78164
STRG.21289.1.p2	KAK4806135.1	STRG.21289
STRG.96228.2.p1	XM_015850640.2	STRG.96228
STRG.107582.1.p1	52-SGA02415.1	STRG.107582
STRG.84190.1.p1	289-EPP37534.1	STRG.84190
STRG.109034.1.p3	77-XM_040695137.1	STRG.109034
STRG.77906.2.p5	PKU34168.1	STRG.77906
STRG.100494.2.p1	NM_001303199.1	STRG.100494
STRG.109120.1.p1	78-XM_040695137.1	STRG.109120
STRG.61039.1.p1	XM_010726415.2	STRG.61039
STRG.18450.1.p1	2-POI26253.1	STRG.18450
STRG.95012.1.p1	2-XM_040654544.1	STRG.95012
STRG.90043.1.p2	2-KAG8509103.1	STRG.90043
STRG.87165.1.p10	OXB55044.1	STRG.87165
STRG.35629.11.p1	116-AAA49027.1	STRG.35629
STRG.102064.1.p1	XM_031609668.1	STRG.102064
STRG.99120.1.p1	XM_021381520.1	STRG.99120
STRG.87831.1.p1	58-SFW04806.1	STRG.87831
STRG.81440.11.p1	NM_001407154.1	STRG.81440
STRG.14006.5.p1	5-KAK4829134.1	STRG.14006
STRG.110717.1.p4	79-XM_040695137.1	STRG.110717
STRG.10687.1.p1	117-AAA49027.1	STRG.10687
STRG.108982.1.p6	66-XM_048959965.1	STRG.108982
STRG.110803.1.p1	133-XM_048947294.1	STRG.110803
STRG.27396.2.p1	KAK4823174.1	STRG.27396
STRG.103454.1.p1	XM_032207316.1	STRG.103454
STRG.80062.1.p1	13-SGA02300.1	STRG.80062
STRG.85031.1.p2	290-EPP37534.1	STRG.85031
STRG.20051.1.p1	6-NXF28431.1	STRG.20051
STRG.75907.1.p1	XM_031600596.1	STRG.75907
STRG.95389.1.p2	7-KAK4806022.1	STRG.95389
STRG.86149.3.p1	59-SFW04806.1	STRG.86149
STRG.93378.1.p1	2-XM_015301267.2	STRG.93378
STRG.63905.1.p1	XM_052690022.1	STRG.63905
STRG.59198.1.p2	KFQ64040.1	STRG.59198
STRG.55252.1.p1	2-XM_040706122.1	STRG.55252
STRG.42014.1.p2	2-XM_019615117.2	STRG.42014
STRG.37475.1.p1	22-KFV05530.1	STRG.37475
STRG.25958.4.p1	55-SFW04942.1	STRG.25958
STRG.52962.15.p1	XM_053956422.1	STRG.52962
STRG.45366.10.p10	XM_040706496.1	STRG.45366
STRG.19061.1.p1	2-AQY16371.1	STRG.19061
STRG.93464.1.p1	2-XM_046934142.1	STRG.93464
STRG.97802.1.p1	2-NM_205514.1	STRG.97802
STRG.41077.1.p1	134-XM_048947294.1	STRG.41077
STRG.105367.2.p1	XM_042893593.1	STRG.105367
STRG.29811.1.p1	2-XM_031603906.1	STRG.29811
STRG.28764.3.p1	118-AAA49027.1	STRG.28764
STRG.79082.1.p2	98-MCQ4078419.1	STRG.79082
STRG.70321.1.p1	3-XM_048967322.1	STRG.70321
STRG.85724.1.p1	44-SGA02269.1	STRG.85724
STRG.36141.1.p1	38-XM_040659592.1	STRG.36141
STRG.99110.1.p3	2-XM_040654009.1	STRG.99110
STRG.83000.1.p1	135-XM_048947294.1	STRG.83000
STRG.69169.1.p2	14-EPP29996.1	STRG.69169
STRG.78461.1.p1	26-XM_025144565.3	STRG.78461
STRG.98972.1.p1	3-XM_040693536.1	STRG.98972
STRG.26873.1.p1	63-MCQ4179290.1	STRG.26873
STRG.93444.1.p1	XM_040693661.1	STRG.93444
STRG.84400.1.p2	291-EPP37534.1	STRG.84400
STRG.70301.1.p2	4-XM_048967322.1	STRG.70301
STRG.14949.16.p1	99-MCQ4078419.1	STRG.14949
STRG.85398.1.p2	292-EPP37534.1	STRG.85398
STRG.79302.1.p1	64-MCQ4179290.1	STRG.79302
STRG.80759.11.p1	12-KAK4810514.1	STRG.80759
STRG.33972.1.p1	XM_046916674.1	STRG.33972
STRG.3824.2.p1	XM_040649362.2	STRG.3824
STRG.108876.1.p8	67-XM_048959965.1	STRG.108876
STRG.110467.1.p1	48-SGA34061.1	STRG.110467
STRG.108317.1.p1	80-XM_040695137.1	STRG.108317
STRG.78289.1.p1	136-XM_048947294.1	STRG.78289
STRG.94055.1.p1	13-SGA02777.1	STRG.94055
STRG.84777.1.p2	293-EPP37534.1	STRG.84777
STRG.40584.26.p1	13-KAK4810514.1	STRG.40584
STRG.40532.1.p1	137-XM_048947294.1	STRG.40532
STRG.94209.1.p1	3-XM_040693641.1	STRG.94209
STRG.85570.1.p1	6-WP_279255902.1	STRG.85570
STRG.87735.1.p1	45-SGA02269.1	STRG.87735
STRG.4179.12.p1	9-KAK4825806.1	STRG.4179
STRG.88971.1.p1	8-XM_040655204.1	STRG.88971
STRG.68614.1.p2	2-XM_062009443.1	STRG.68614
STRG.23991.1.p1	138-XM_048947294.1	STRG.23991
STRG.107542.1.p3	81-XM_040695137.1	STRG.107542
STRG.2292.1.p3	3-XM_046909528.1	STRG.2292
STRG.19668.1.p1	2-KAK4817156.1	STRG.19668
STRG.21752.4.p1	71-XM_052665711.1	STRG.21752
STRG.107466.1.p3	82-XM_040695137.1	STRG.107466
STRG.97466.1.p3	XM_046904785.1	STRG.97466
STRG.90486.1.p3	2-NWU05803.1	STRG.90486
STRG.111230.1.p3	83-XM_040695137.1	STRG.111230
STRG.63655.1.p4	2-XM_027576999.1	STRG.63655
STRG.81356.1.p1	119-AAA49027.1	STRG.81356
STRG.6564.1.p1	100-MCQ4078419.1	STRG.6564
STRG.20484.1.p1	4-KFR17737.1	STRG.20484
STRG.45165.1.p1	101-MCQ4078419.1	STRG.45165
STRG.31941.1.p1	XM_031608449.1	STRG.31941
STRG.108942.1.p4	88-SGA33918.1	STRG.108942
STRG.94834.1.p1	8-AAC60280.1	STRG.94834
STRG.87715.1.p1	XM_052700547.1	STRG.87715
STRG.79062.1.p1	2-XM_048930344.1	STRG.79062
STRG.85550.1.p2	294-EPP37534.1	STRG.85550
STRG.22735.1.p1	120-AAA49027.1	STRG.22735
STRG.96022.3.p1	XM_032441723.1	STRG.96022
STRG.91962.1.p2	RMC22725.1	STRG.91962
STRG.24832.1.p1	2-KAK4810863.1	STRG.24832
STRG.78509.1.p1	27-XM_025144565.3	STRG.78509
STRG.10733.1.p1	14-KAK4810514.1	STRG.10733
STRG.92110.1.p2	XM_042893746.1	STRG.92110
STRG.55016.3.p2	2-XM_040694293.2	STRG.55016
STRG.95994.1.p1	NM_001318992.1	STRG.95994
STRG.134.10.p1	2-XM_019610642.1	STRG.134
STRG.80591.1.p2	XM_040656202.1	STRG.80591
STRG.110457.1.p7	68-XM_048959965.1	STRG.110457
STRG.13039.5.p1	56-SFW04942.1	STRG.13039
STRG.27990.10.p1	19-KFU97725.1	STRG.27990
STRG.98077.1.p1	XM_015565427.1	STRG.98077
STRG.84208.1.p2	295-EPP37534.1	STRG.84208
STRG.64266.1.p1	2-EPP37320.1	STRG.64266
STRG.57792.1.p1	XM_032446960.1	STRG.57792
STRG.28604.5.p1	6-XM_046939479.1	STRG.28604
STRG.2282.1.p2	5-XM_048942587.1	STRG.2282
STRG.86075.1.p1	46-SGA02269.1	STRG.86075
STRG.75010.1.p2	29-SGA31375.1	STRG.75010
STRG.84218.1.p2	296-EPP37534.1	STRG.84218
STRG.75615.2.p1	XM_054176851.1	STRG.75615
STRG.95972.2.p2	XM_031612368.1	STRG.95972
STRG.79042.1.p1	KFP13253.1	STRG.79042
STRG.105413.2.p1	XM_021383729.1	STRG.105413
STRG.108846.1.p1	84-XM_040695137.1	STRG.108846
STRG.16227.1.p1	23-KFV05530.1	STRG.16227
STRG.88096.1.p1	KFP04029.1	STRG.88096
STRG.75020.1.p1	15-SFW05151.1	STRG.75020
STRG.42996.1.p1	139-XM_048947294.1	STRG.42996
STRG.83443.1.p1	102-MCQ4078419.1	STRG.83443
STRG.26747.1.p1	20-XM_040695796.2	STRG.26747
STRG.85378.1.p2	297-EPP37534.1	STRG.85378
STRG.43825.2.p1	MBZ3877802.1	STRG.43825
STRG.24736.1.p1	72-XM_052665711.1	STRG.24736
STRG.76410.1.p1	XM_015886765.2	STRG.76410
STRG.107995.1.p2	89-SGA33918.1	STRG.107995
STRG.78990.1.p1	5-XM_048952169.1	STRG.78990
STRG.28768.1.p1	65-MCQ4179290.1	STRG.28768
STRG.51008.1.p1	2-XM_048945503.1	STRG.51008
STRG.8315.5.p1	140-XM_048947294.1	STRG.8315
STRG.89726.1.p1	9-SGA23176.1	STRG.89726
STRG.100873.4.p1	KAI4809771.1	STRG.100873
STRG.76785.2.p2	XM_046934237.1	STRG.76785
STRG.75397.1.p1	60-SFW04806.1	STRG.75397
STRG.103414.1.p2	GCC49549.1	STRG.103414
STRG.84843.1.p2	298-EPP37534.1	STRG.84843
STRG.2272.1.p2	PKU27592.1	STRG.2272
STRG.68364.1.p2	XM_021416579.1	STRG.68364
STRG.104650.1.p1	KAK4806727.1	STRG.104650
STRG.39591.5.p1	XM_048934821.1	STRG.39591
STRG.2196.1.p1	XM_040647744.2	STRG.2196
STRG.107446.1.p1	69-XM_048959965.1	STRG.107446
STRG.6534.1.p1	103-MCQ4078419.1	STRG.6534
STRG.84054.1.p1	61-SFW04806.1	STRG.84054
STRG.27358.1.p2	7-NXF28431.1	STRG.27358
STRG.97014.34.p1	12-EPP29463.1	STRG.97014
STRG.108682.1.p1	85-XM_040695137.1	STRG.108682
STRG.10507.3.p1	104-MCQ4078419.1	STRG.10507
STRG.86151.1.p1	62-SFW04806.1	STRG.86151
STRG.1651.1.p3	4-XM_040663268.2	STRG.1651
STRG.45221.1.p1	NXT77380.1	STRG.45221
STRG.78970.1.p2	2-XM_054053186.1	STRG.78970
STRG.45145.1.p1	121-AAA49027.1	STRG.45145
STRG.74345.46.p1	30-SGA31375.1	STRG.74345
STRG.13407.2.p12	34-AAR28760.1	STRG.13407
STRG.94498.1.p4	14-SGA02777.1	STRG.94498
STRG.76084.1.p1	16-SFW05151.1	STRG.76084
STRG.94660.1.p1	28-XM_025144565.3	STRG.94660
STRG.108922.1.p2	90-SGA33918.1	STRG.108922
STRG.108692.1.p1	86-XM_040695137.1	STRG.108692
STRG.87541.1.p3	3-XM_019610642.1	STRG.87541
STRG.85530.1.p2	299-EPP37534.1	STRG.85530
STRG.97270.2.p2	12-SFW04955.1	STRG.97270
STRG.110513.1.p3	66-MCQ4179290.1	STRG.110513
STRG.84593.1.p2	300-EPP37534.1	STRG.84593
STRG.52313.9.p1	3-XM_046943725.1	STRG.52313
STRG.2406.1.p1	57-SFW04942.1	STRG.2406
STRG.84747.1.p2	301-EPP37534.1	STRG.84747
STRG.14591.1.p1	9-MCQ4021223.1	STRG.14591
STRG.39272.1.p2	XM_040670269.2	STRG.39272
STRG.109523.1.p1	12-XM_040650950.1	STRG.109523
STRG.23799.1.p1	XM_049794179.1	STRG.23799
STRG.59819.2.p1	KFV03492.1	STRG.59819
STRG.19484.1.p1	38-XM_046923367.1	STRG.19484
STRG.50147.1.p1	7-SGA33940.1	STRG.50147
STRG.95185.1.p1	2-XM_046937579.1	STRG.95185
STRG.55116.1.p1	KAK4810604.1	STRG.55116
STRG.2416.1.p1	XM_040702662.2	STRG.2416
STRG.1445.3.p1	39-XM_046923367.1	STRG.1445
STRG.88582.33.p1	141-XM_048947294.1	STRG.88582
STRG.107282.1.p6	91-SGA33918.1	STRG.107282
STRG.83982.1.p1	6-KAK4811264.1	STRG.83982
STRG.111200.1.p3	87-XM_040695137.1	STRG.111200
STRG.78798.1.p1	63-SFW04806.1	STRG.78798
STRG.77011.1.p2	XM_031610066.1	STRG.77011
STRG.27434.1.p1	KAK4830699.1	STRG.27434
STRG.78960.1.p1	12-KAK4831702.1	STRG.78960
STRG.107889.1.p1	88-XM_040695137.1	STRG.107889
STRG.85358.1.p1	302-EPP37534.1	STRG.85358
STRG.78239.1.p1	122-AAA49027.1	STRG.78239
STRG.44428.1.p1	142-XM_048947294.1	STRG.44428
STRG.24716.1.p1	73-XM_052665711.1	STRG.24716
STRG.82716.1.p1	123-AAA49027.1	STRG.82716
STRG.39889.1.p1	62-XM_052705648.1	STRG.39889
STRG.85520.1.p2	303-EPP37534.1	STRG.85520
STRG.7694.1.p1	20-KFU97725.1	STRG.7694
STRG.56741.1.p10	EOA93469.1	STRG.56741
STRG.14649.1.p1	XM_040704530.2	STRG.14649
STRG.84737.1.p2	304-EPP37534.1	STRG.84737
STRG.25962.1.p1	58-SFW04942.1	STRG.25962
STRG.27074.3.p1	105-MCQ4078419.1	STRG.27074
STRG.22369.1.p1	13-KAK4831702.1	STRG.22369
STRG.106719.1.p1	3-XM_040649893.2	STRG.106719
STRG.105146.13.p1	XM_050339229.1	STRG.105146
STRG.40853.25.p3	3-XM_048952264.1	STRG.40853
STRG.90446.1.p2	2-XM_040648881.2	STRG.90446
STRG.85270.1.p1	305-EPP37534.1	STRG.85270
STRG.13171.1.p1	30-MCQ4179288.1	STRG.13171
STRG.80609.1.p1	5-XM_040656212.2	STRG.80609
STRG.99293.1.p4	NM_001398082.1	STRG.99293
STRG.108103.1.p2	89-XM_040695137.1	STRG.108103
STRG.17433.1.p1	124-AAA49027.1	STRG.17433
STRG.100899.1.p1	XM_040694835.1	STRG.100899
STRG.110177.1.p1	53-SGA02415.1	STRG.110177
STRG.55645.1.p1	XM_046920566.1	STRG.55645
STRG.49157.1.p1	106-MCQ4078419.1	STRG.49157
STRG.93933.1.p1	5-XM_040647236.2	STRG.93933
STRG.59753.1.p1	13-EPP28206.1	STRG.59753
STRG.105309.1.p1	2-POI19075.1	STRG.105309
STRG.40576.18.p1	74-XM_052665711.1	STRG.40576
STRG.111567.1.p1	107-MCQ4078419.1	STRG.111567
STRG.84573.1.p2	306-EPP37534.1	STRG.84573
STRG.84727.1.p2	307-EPP37534.1	STRG.84727
STRG.90985.1.p1	2-XM_040694343.1	STRG.90985
STRG.48536.1.p1	31-MCQ4179288.1	STRG.48536
STRG.25043.3.p1	KAK4833015.1	STRG.25043
STRG.84014.1.p1	29-XM_025144565.3	STRG.84014
STRG.28893.29.p1	RMC15085.1	STRG.28893
STRG.33080.12.p1	21-KFU97725.1	STRG.33080
STRG.79928.5.p1	XM_021401954.1	STRG.79928
STRG.86594.1.p1	2-XM_046916674.1	STRG.86594
STRG.6188.1.p1	17-XM_048932098.1	STRG.6188
STRG.86111.1.p1	67-MCQ4179290.1	STRG.86111
STRG.105133.2.p1	XM_021383192.1	STRG.105133
STRG.81747.2.p1	4-XM_040649893.2	STRG.81747
STRG.108566.1.p4	92-SGA33918.1	STRG.108566
STRG.22359.1.p1	6-XM_048947631.1	STRG.22359
STRG.85098.1.p2	308-EPP37534.1	STRG.85098
STRG.13111.10.p1	40-XM_046923367.1	STRG.13111
STRG.85414.1.p2	309-EPP37534.1	STRG.85414
STRG.99391.10.p1	3-XM_040654009.1	STRG.99391
STRG.14585.148.p1	2-XM_040704530.2	STRG.14585
STRG.80005.15.p1	XM_042892092.1	STRG.80005
STRG.109966.1.p1	3-XM_046906077.1	STRG.109966
STRG.107955.1.p1	70-XM_048959965.1	STRG.107955
STRG.59743.1.p1	3-EPP37217.1	STRG.59743
STRG.68797.1.p1	8-XM_048932170.1	STRG.68797
STRG.100786.16.p2	XM_031609247.1	STRG.100786
STRG.84563.1.p1	310-EPP37534.1	STRG.84563
STRG.80536.1.p10	2-KAK4821292.1	STRG.80536
STRG.93210.1.p1	3-KAK4806088.1	STRG.93210
STRG.46505.1.p5	XM_048948209.1	STRG.46505
STRG.46429.1.p1	68-MCQ4179290.1	STRG.46429
STRG.107242.1.p2	9-XM_046934365.1	STRG.107242
STRG.68314.1.p3	XM_042835828.1	STRG.68314
STRG.13459.14.p1	39-XM_040659592.1	STRG.13459
STRG.35134.1.p2	3-KAK4819472.1	STRG.35134
STRG.102937.12.p1	XM_040694171.2	STRG.102937
STRG.42059.2.p1	KAK4823100.1	STRG.42059
STRG.32416.1.p1	XM_042874719.1	STRG.32416
STRG.86101.1.p1	2-XM_040655280.1	STRG.86101
STRG.78758.1.p1	108-MCQ4078419.1	STRG.78758
STRG.29175.1.p1	40-XM_040659592.1	STRG.29175
STRG.42936.1.p1	109-MCQ4078419.1	STRG.42936
STRG.49772.1.p1	14-EPP28206.1	STRG.49772
STRG.42060.39.p1	XM_040700190.1	STRG.42060
STRG.85250.1.p2	311-EPP37534.1	STRG.85250
STRG.96631.1.p1	XM_049810581.1	STRG.96631
STRG.85174.1.p2	312-EPP37534.1	STRG.85174
STRG.85404.1.p4	313-EPP37534.1	STRG.85404
STRG.102824.4.p1	XM_040695324.1	STRG.102824
STRG.110157.1.p4	71-XM_048959965.1	STRG.110157
STRG.32879.1.p1	KAK4817624.1	STRG.32879
STRG.77119.10.p4	XM_052700671.1	STRG.77119
STRG.87336.40.p1	KAK4824291.1	STRG.87336
STRG.97487.4.p1	4-XM_040654337.2	STRG.97487
STRG.52677.1.p2	RLW04710.1	STRG.52677
STRG.109167.1.p3	93-SGA33918.1	STRG.109167
STRG.21025.1.p1	KAK4825902.1	STRG.21025
STRG.100176.1.p1	D13794.1	STRG.100176
STRG.109253.1.p1	10-XM_046934365.1	STRG.109253
STRG.70346.2.p1	7-POI19488.1	STRG.70346
STRG.80898.1.p1	2-KAK4827891.1	STRG.80898
STRG.59030.1.p3	XM_042885874.1	STRG.59030
STRG.108546.1.p3	90-XM_040695137.1	STRG.108546
STRG.63269.1.p1	10-EPP37096.1	STRG.63269
STRG.27154.1.p1	47-SGA02269.1	STRG.27154
STRG.85154.1.p1	314-EPP37534.1	STRG.85154
STRG.13055.1.p1	2-QKK36262.1	STRG.13055
STRG.99253.1.p5	5-XM_046934115.1	STRG.99253
STRG.92496.5.p1	XM_039391212.1	STRG.92496
STRG.65929.3.p1	XM_015879641.2	STRG.65929
STRG.78121.1.p1	XM_046905872.1	STRG.78121
STRG.87405.1.p1	KAK4822069.1	STRG.87405
STRG.53440.1.p3	XM_021405062.1	STRG.53440
STRG.107695.1.p1	54-SGA02415.1	STRG.107695
STRG.27616.46.p1	KAK4822252.1	STRG.27616
STRG.85164.1.p1	315-EPP37534.1	STRG.85164
STRG.112090.1.p1	49-SGA34061.1	STRG.112090
STRG.89426.1.p2	5-KFV07171.1	STRG.89426
STRG.89304.10.p2	2-XM_040540199.1	STRG.89304
STRG.59723.1.p2	31-SGA31375.1	STRG.59723
STRG.65981.1.p1	XM_026072789.1	STRG.65981
STRG.111383.1.p2	55-SGA02415.1	STRG.111383
STRG.102253.1.p1	XM_054995116.1	STRG.102253
STRG.14609.1.p1	125-AAA49027.1	STRG.14609
STRG.13638.3.p1	41-XM_040659592.1	STRG.13638
STRG.81522.11.p1	14-KAK4831702.1	STRG.81522
STRG.8890.1.p5	POI33237.1	STRG.8890
STRG.70302.4.p2	3-XM_048950367.1	STRG.70302
STRG.25118.8.p1	5-WP_143413434.1	STRG.25118
STRG.111393.1.p1	SGA22682.1	STRG.111393
STRG.82951.16.p1	PKU48575.1	STRG.82951
STRG.87868.1.p1	110-MCQ4078419.1	STRG.87868
STRG.102263.1.p1	2-TNN46234.1	STRG.102263
STRG.108612.1.p4	94-SGA33918.1	STRG.108612
STRG.94504.1.p1	64-SFW04806.1	STRG.94504
STRG.10278.14.p1	3-KFV11046.1	STRG.10278
STRG.13920.1.p1	143-XM_048947294.1	STRG.13920
STRG.13045.1.p1	59-SFW04942.1	STRG.13045
STRG.13690.1.p2	EOA99190.1	STRG.13690
STRG.107599.1.p1	SFW05493.1	STRG.107599
STRG.58237.1.p1	7-KAK4811264.1	STRG.58237
STRG.85068.1.p2	316-EPP37534.1	STRG.85068
STRG.22261.1.p1	KFU90807.1	STRG.22261
STRG.39361.23.p1	15-KAK4810514.1	STRG.39361
STRG.37588.1.p1	2-KAK4830699.1	STRG.37588
STRG.90970.7.p2	XM_053294558.1	STRG.90970
STRG.9569.1.p2	75-XM_052665711.1	STRG.9569
STRG.75163.1.p1	10-SGA23176.1	STRG.75163
STRG.95029.1.p1	3-XM_015301241.3	STRG.95029
STRG.46321.1.p1	5-XM_046905134.1	STRG.46321
STRG.91007.1.p1	XM_019611583.2	STRG.91007
STRG.70305.25.p1	XM_046931731.1	STRG.70305
STRG.25027.1.p1	41-XM_046923367.1	STRG.25027
STRG.85837.1.p1	MCQ4015917.1	STRG.85837
STRG.79511.1.p1	42-XM_040659592.1	STRG.79511
STRG.235.29.p1	3-XM_048941876.1	STRG.235
STRG.66043.1.p3	XM_048965370.1	STRG.66043
STRG.97435.5.p1	5-XM_040654337.2	STRG.97435
STRG.29059.1.p3	2-XM_010709395.1	STRG.29059
STRG.58217.1.p1	SGA02308.1	STRG.58217
STRG.45394.1.p1	2-XM_009461481.1	STRG.45394
STRG.110906.1.p1	91-XM_040695137.1	STRG.110906
STRG.90156.1.p1	2-XM_040648658.2	STRG.90156
STRG.11583.1.p1	26-MCQ4187459.1	STRG.11583
STRG.12710.69.p1	144-XM_048947294.1	STRG.12710
STRG.81707.2.p1	6-WP_143413434.1	STRG.81707
STRG.13680.1.p1	2-XM_021386257.1	STRG.13680
STRG.35557.1.p1	XM_042890235.1	STRG.35557
STRG.14984.1.p1	KAK4811018.1	STRG.14984
STRG.60377.1.p1	2-NM_001111136.3	STRG.60377
STRG.96285.1.p1	XM_021381732.1	STRG.96285
STRG.62704.1.p2	XM_054843356.1	STRG.62704
STRG.39589.1.p1	76-XM_052665711.1	STRG.39589
STRG.8137.2.p1	5-KFR17737.1	STRG.8137
STRG.2655.1.p1	NM_205438.1	STRG.2655
STRG.105578.1.p6	KAJ6653374.1	STRG.105578
STRG.76202.10.p1	KAK4831314.1	STRG.76202
STRG.13121.1.p2	SGA02749.1	STRG.13121
STRG.28448.1.p1	21-XM_040695796.2	STRG.28448
STRG.79974.1.p1	145-XM_048947294.1	STRG.79974
STRG.12184.1.p1	24-KFV05530.1	STRG.12184
STRG.97675.1.p1	XM_015850717.2	STRG.97675
STRG.75153.1.p1	11-SGA23176.1	STRG.75153
STRG.55279.1.p5	2-XM_015279247.3	STRG.55279
STRG.12338.1.p1	126-AAA49027.1	STRG.12338
STRG.14281.1.p1	3-XM_040656732.2	STRG.14281
STRG.10854.2.p2	2-MCQ4015917.1	STRG.10854
STRG.674.2.p1	146-XM_048947294.1	STRG.674
STRG.93008.1.p1	XM_040694746.1	STRG.93008
STRG.91370.2.p2	3-XM_054051968.1	STRG.91370
STRG.109213.1.p1	56-SGA02415.1	STRG.109213
STRG.63305.1.p2	3-EPP35814.1	STRG.63305
STRG.12469.25.p1	16-KAK4810673.1	STRG.12469
STRG.78564.1.p1	QGW52078.1	STRG.78564
STRG.83027.1.p1	69-MCQ4179290.1	STRG.83027
STRG.85200.1.p1	65-SFW04806.1	STRG.85200
STRG.20220.1.p1	XM_040657496.2	STRG.20220
STRG.94254.1.p1	4-XM_040693592.1	STRG.94254
STRG.35393.1.p1	4-PKU31484.1	STRG.35393
STRG.26263.1.p1	13-XM_021386420.1	STRG.26263
STRG.9701.1.p1	PKU40244.1	STRG.9701
STRG.12963.1.p1	XM_040549013.1	STRG.12963
STRG.107741.1.p1	16-SGA34039.1	STRG.107741
STRG.80241.1.p1	66-SFW04806.1	STRG.80241
STRG.109906.1.p2	95-SGA33918.1	STRG.109906
STRG.39579.1.p1	127-AAA49027.1	STRG.39579
STRG.68583.1.p2	2-XM_019622083.2	STRG.68583
STRG.100685.1.p1	XM_042797248.1	STRG.100685
STRG.74995.1.p1	32-SGA31375.1	STRG.74995
STRG.57442.1.p1	XM_040685319.2	STRG.57442
STRG.52473.1.p2	POI34822.1	STRG.52473
STRG.92696.1.p1	XM_040695105.1	STRG.92696
STRG.70328.1.p1	33-SGA31375.1	STRG.70328
STRG.79251.1.p1	XM_040681963.2	STRG.79251
STRG.46071.1.p1	XM_031607197.1	STRG.46071
STRG.99117.1.p1	2-XM_048290475.1	STRG.99117
STRG.83162.16.p1	70-MCQ4179290.1	STRG.83162
STRG.111353.1.p1	96-SGA33918.1	STRG.111353
STRG.70184.1.p1	2-POI19610.1	STRG.70184
STRG.17826.1.p1	128-AAA49027.1	STRG.17826
STRG.66550.2.p1	XM_019618347.1	STRG.66550
STRG.61054.1.p1	XM_040682654.2	STRG.61054
STRG.79261.1.p1	3-XM_040702900.2	STRG.79261
STRG.99127.1.p1	3-SFW04532.1	STRG.99127
STRG.90212.1.p2	2-XM_021382080.1	STRG.90212
STRG.55061.3.p1	147-XM_048947294.1	STRG.55061
STRG.78708.1.p1	AHH25125.1	STRG.78708
STRG.53797.1.p1	60-SFW04942.1	STRG.53797
STRG.101526.1.p1	XM_040693016.1	STRG.101526
STRG.22145.1.p1	148-XM_048947294.1	STRG.22145
STRG.28418.1.p1	22-XM_040695796.2	STRG.28418
STRG.85114.1.p2	317-EPP37534.1	STRG.85114
STRG.73825.1.p1	XM_021376610.1	STRG.73825
STRG.58053.1.p1	4-MDK2413098.1	STRG.58053
STRG.84177.1.p2	318-EPP37534.1	STRG.84177
STRG.107731.1.p2	97-SGA33918.1	STRG.107731
STRG.72585.16.p2	EPJ32882.1	STRG.72585
STRG.82166.1.p2	2-XM_046912341.1	STRG.82166
STRG.117.1.p1	XM_048957534.1	STRG.117
STRG.57432.1.p1	5-EPP29195.1	STRG.57432
STRG.41324.30.p1	129-AAA49027.1	STRG.41324
STRG.79079.1.p1	XM_021388925.1	STRG.79079
STRG.72974.1.p2	13-SFW04955.1	STRG.72974
STRG.111343.1.p4	72-XM_048959965.1	STRG.111343
STRG.53777.1.p1	149-XM_048947294.1	STRG.53777
STRG.29105.1.p1	25-KFV05530.1	STRG.29105
STRG.51766.1.p1	18-AAC60281.1	STRG.51766
STRG.20222.11.p1	5-XM_049794183.1	STRG.20222
STRG.16088.2.p1	77-XM_052665711.1	STRG.16088
STRG.7268.1.p1	3-KFW63644.1	STRG.7268
STRG.110492.1.p1	57-SGA02415.1	STRG.110492
STRG.85018.1.p2	319-EPP37534.1	STRG.85018
